folio,foliohog,huespedes,huesp_come,trabaja_do,cuid_perso,lavandero,chofer,cocinero,jardinero,tot_integ,tot_hom,tot_muj
684,1,0, , , , , , , ,4,3,1
685,1,0, , , , , , , ,8,4,4
686,1,0, , , , , , , ,5,2,3
687,1,0, , , , , , , ,1,0,1
688,1,0, , , , , , , ,3,1,2
689,1,0, , , , , , , ,8,4,4
690,1,0, , , , , , , ,5,1,4
691,1,0, , , , , , , ,5,1,4
692,1,0, , , , , , , ,4,2,2
693,1,0, , , , , , , ,5,4,1
694,1,0, , , , , , , ,3,1,2
695,1,0, , , , , , , ,3,1,2
696,1,0, ,2,2,2,2,2,1,5,3,2
697,1,0, , , , , , , ,5,3,2
698,1,0, ,1,2,2,2,2,1,5,4,1
699,1,0, , , , , , , ,4,2,2
700,1,0, , , , , , , ,2,1,1
701,1,0, , , , , , , ,6,2,4
702,1,0, , , , , , , ,6,3,3
703,1,0, , , , , , , ,4,1,3
704,1,0, , , , , , , ,5,1,4
705,1,0, , , , , , , ,3,0,3
706,1,0, , , , , , , ,3,2,1
707,1,0, , , , , , , ,3,2,1
708,1,0, , , , , , , ,2,1,1
709,1,0, , , , , , , ,4,3,1
710,1,0, , , , , , , ,4,2,2
711,1,0, , , , , , , ,3,2,1
712,1,0, , , , , , , ,5,3,2
713,1,0, , , , , , , ,2,1,1
714,1,0, , , , , , , ,5,4,1
715,1,0, , , , , , , ,5,2,3
716,1,0, , , , , , , ,2,1,1
717,1,0, , , , , , , ,3,0,3
718,1,0, , , , , , , ,4,2,2
719,1,0, , , , , , , ,3,1,2
720,1,0, , , , , , , ,8,5,3
721,1,0, , , , , , , ,5,4,1
722,1,0, , , , , , , ,8,4,4
723,1,0, , , , , , , ,2,1,1
724,1,0, , , , , , , ,2,1,1
725,1,0, , , , , , , ,5,3,2
726,1,0, , , , , , , ,5,2,3
727,1,0, , , , , , , ,3,1,2
728,1,0, , , , , , , ,2,1,1
729,1,0, , , , , , , ,2,1,1
730,1,0, , , , , , , ,5,2,3
731,1,0, ,1,2,2,2,2,2,2,1,1
732,1,0, , , , , , , ,2,1,1
733,1,0, , , , , , , ,5,1,4
734,1,0, , , , , , , ,1,0,1
735,1,0, , , , , , , ,5,3,2
736,1,0, , , , , , , ,1,1,0
737,1,0, , , , , , , ,5,2,3
738,1,0, , , , , , , ,3,2,1
739,1,0, , , , , , , ,4,2,2
740,1,0, , , , , , , ,1,0,1
741,1,0, , , , , , , ,6,3,3
742,1,0, , , , , , , ,5,3,2
743,1,0, , , , , , , ,2,1,1
744,1,0, , , , , , , ,4,3,1
745,1,0, , , , , , , ,4,1,3
746,1,0, , , , , , , ,5,3,2
747,1,0, , , , , , , ,3,2,1
748,1,0, , , , , , , ,4,3,1
749,1,0, , , , , , , ,3,2,1
750,1,0, , , , , , , ,3,1,2
751,1,0, , , , , , , ,4,1,3
752,1,0, , , , , , , ,4,2,2
753,1,0, , , , , , , ,4,1,3
754,1,0, , , , , , , ,3,2,1
755,1,0, , , , , , , ,3,1,2
756,1,0, , , , , , , ,5,2,3
757,1,0, , , , , , , ,2,1,1
758,1,0, , , , , , , ,6,3,3
759,1,0, , , , , , , ,2,1,1
760,1,0, , , , , , , ,5,3,2
761,1,0, , , , , , , ,2,1,1
762,1,0, , , , , , , ,3,1,2
763,1,0, , , , , , , ,2,1,1
764,1,0, , , , , , , ,5,2,3
765,1,0, , , , , , , ,4,3,1
766,1,0, , , , , , , ,5,3,2
767,1,0, , , , , , , ,4,2,2
768,1,0, , , , , , , ,5,4,1
769,1,0, , , , , , , ,3,2,1
770,1,0, , , , , , , ,11,4,7
771,1,0, , , , , , , ,3,0,3
772,1,0, , , , , , , ,2,2,0
773,1,0, , , , , , , ,6,2,4
774,1,0, , , , , , , ,8,3,5
775,1,0, , , , , , , ,7,2,5
776,1,0, , , , , , , ,2,1,1
777,1,0, , , , , , , ,5,2,3
778,1,0, , , , , , , ,1,0,1
779,1,0, , , , , , , ,2,1,1
780,1,0, , , , , , , ,3,2,1
781,1,0, , , , , , , ,5,4,1
782,1,0, , , , , , , ,2,1,1
783,1,0, , , , , , , ,5,3,2
784,1,0, , , , , , , ,4,2,2
785,1,0, , , , , , , ,2,1,1
786,1,0, , , , , , , ,3,2,1
787,1,0, , , , , , , ,3,1,2
788,1,0, , , , , , , ,3,2,1
789,1,0, , , , , , , ,5,2,3
790,1,0, , , , , , , ,8,3,5
791,1,0, , , , , , , ,4,2,2
792,1,0, , , , , , , ,1,0,1
793,1,0, , , , , , , ,5,2,3
794,1,0, ,1,2,2,2,2,2,2,1,1
795,1,0, , , , , , , ,3,1,2
796,1,0, , , , , , , ,4,3,1
797,1,0, , , , , , , ,6,3,3
798,1,0, , , , , , , ,4,1,3
799,1,0, , , , , , , ,5,4,1
800,1,0, , , , , , , ,5,2,3
801,1,0, , , , , , , ,3,1,2
802,1,0, , , , , , , ,5,3,2
803,1,0, , , , , , , ,4,3,1
804,1,0, , , , , , , ,5,3,2
805,1,0, , , , , , , ,5,2,3
806,1,0, , , , , , , ,4,1,3
807,1,0, , , , , , , ,4,3,1
808,1,0, , , , , , , ,6,4,2
809,1,0, , , , , , , ,2,1,1
810,1,0, , , , , , , ,7,4,3
811,1,0, , , , , , , ,4,1,3
812,1,0, , , , , , , ,6,3,3
813,1,0, , , , , , , ,4,2,2
814,1,0, , , , , , , ,5,1,4
815,1,0, , , , , , , ,2,2,0
816,1,0, , , , , , , ,4,2,2
817,1,0, , , , , , , ,5,2,3
818,1,0, , , , , , , ,8,4,4
819,1,0, , , , , , , ,4,1,3
820,1,0, , , , , , , ,4,1,3
821,1,0, , , , , , , ,13,6,7
822,1,0, , , , , , , ,1,0,1
823,1,0, , , , , , , ,4,2,2
824,1,0, , , , , , , ,8,6,2
825,1,0, , , , , , , ,6,3,3
826,1,0, , , , , , , ,6,3,3
827,1,0, , , , , , , ,5,3,2
828,1,0, , , , , , , ,6,3,3
829,1,0, , , , , , , ,5,4,1
830,1,0, , , , , , , ,5,4,1
831,1,0, , , , , , , ,3,0,3
832,1,0, , , , , , , ,5,3,2
833,1,0, , , , , , , ,2,1,1
834,1,0, , , , , , , ,2,1,1
835,1,0, , , , , , , ,2,1,1
836,1,0, , , , , , , ,5,2,3
837,1,0, , , , , , , ,7,2,5
838,1,0, , , , , , , ,3,2,1
839,1,0, , , , , , , ,7,3,4
840,1,0, , , , , , , ,3,2,1
841,1,0, , , , , , , ,5,4,1
842,1,0, , , , , , , ,5,3,2
843,1,0, , , , , , , ,5,3,2
844,1,0, , , , , , , ,5,2,3
845,1,0, , , , , , , ,2,1,1
846,1,0, , , , , , , ,4,1,3
847,1,0, , , , , , , ,4,2,2
848,1,0, , , , , , , ,5,3,2
849,1,0, , , , , , , ,6,5,1
850,1,0, , , , , , , ,2,2,0
851,1,0, , , , , , , ,11,7,4
852,1,0, , , , , , , ,2,2,0
853,1,0, , , , , , , ,3,2,1
854,1,0, , , , , , , ,6,2,4
855,1,0, , , , , , , ,4,2,2
856,1,0, , , , , , , ,6,4,2
857,1,0, , , , , , , ,1,1,0
858,1,0, ,1,2,2,2,2,2,1,1,0
859,1,0, ,1,2,2,2,2,2,2,1,1
860,1,0, , , , , , , ,4,1,3
861,1,0, , , , , , , ,3,2,1
862,1,0, ,1,2,2,2,2,2,2,1,1
863,1,0, , , , , , , ,6,2,4
864,1,0, , , , , , , ,2,2,0
865,1,0, , , , , , , ,1,1,0
866,1,0, , , , , , , ,4,3,1
867,1,0, ,1,2,2,2,2,2,3,1,2
868,1,0, , , , , , , ,1,1,0
869,1,0, ,1,2,2,2,2,2,1,1,0
870,1,0, , , , , , , ,2,1,1
871,1,0, , , , , , , ,4,3,1
872,1,0, , , , , , , ,3,1,2
873,1,0, , , , , , , ,3,2,1
874,1,0, ,1,2,2,2,2,2,5,2,3
875,1,0, ,2,2,2,2,2,1,2,1,1
876,1,0, , , , , , , ,4,2,2
877,1,0, , , , , , , ,5,3,2
878,1,0, , , , , , , ,5,4,1
879,1,0, , , , , , , ,3,2,1
880,1,0, ,1,2,2,2,2,2,5,2,3
881,1,0, ,2,2,2,2,2,1,3,1,2
882,1,0, , , , , , , ,4,3,1
883,1,0, , , , , , , ,1,0,1
884,1,0, , , , , , , ,3,2,1
885,1,0, ,2,2,2,2,2,1,2,1,1
886,1,0, , , , , , , ,5,3,2
887,1,0, , , , , , , ,4,2,2
888,1,0, , , , , , , ,4,2,2
889,1,0, , , , , , , ,5,3,2
890,1,0, , , , , , , ,5,3,2
891,1,0, , , , , , , ,7,2,5
892,1,0, , , , , , , ,6,3,3
893,1,0, , , , , , , ,10,4,6
894,1,0, , , , , , , ,3,2,1
895,1,0, , , , , , , ,8,3,5
896,1,0, , , , , , , ,5,4,1
897,1,0, , , , , , , ,4,0,4
898,1,0, , , , , , , ,4,1,3
899,1,0, , , , , , , ,2,1,1
900,1,0, , , , , , , ,3,1,2
901,1,0, , , , , , , ,5,3,2
902,1,0, , , , , , , ,5,2,3
903,1,0, , , , , , , ,6,4,2
904,1,0, , , , , , , ,8,2,6
905,1,0, , , , , , , ,2,1,1
906,1,0, , , , , , , ,4,3,1
907,1,0, , , , , , , ,5,4,1
908,1,0, , , , , , , ,6,2,4
909,1,0, , , , , , , ,4,1,3
910,1,0, , , , , , , ,6,3,3
911,1,0, , , , , , , ,5,2,3
912,1,0, , , , , , , ,4,2,2
913,1,0, , , , , , , ,2,1,1
914,1,0, , , , , , , ,2,1,1
915,1,0, , , , , , , ,5,4,1
916,1,0, , , , , , , ,1,1,0
917,1,0, , , , , , , ,3,2,1
918,1,0, , , , , , , ,2,1,1
919,1,0, , , , , , , ,4,2,2
920,1,0, , , , , , , ,7,3,4
921,1,0, , , , , , , ,4,3,1
922,1,0, , , , , , , ,16,8,8
923,1,0, , , , , , , ,2,1,1
924,1,0, , , , , , , ,8,6,2
925,1,0, , , , , , , ,7,3,4
926,1,0, , , , , , , ,2,1,1
927,1,0, , , , , , , ,1,1,0
928,1,0, , , , , , , ,2,1,1
929,1,0, , , , , , , ,3,2,1
930,1,0, , , , , , , ,2,0,2
931,1,0, , , , , , , ,2,2,0
932,1,0, , , , , , , ,1,0,1
933,1,0, , , , , , , ,4,1,3
934,1,0, , , , , , , ,2,0,2
935,1,0, , , , , , , ,3,1,2
936,1,0, , , , , , , ,1,1,0
937,1,0, , , , , , , ,4,3,1
938,1,0, , , , , , , ,2,1,1
939,1,0, , , , , , , ,2,2,0
940,1,0, , , , , , , ,2,1,1
941,1,0, , , , , , , ,4,2,2
942,1,0, , , , , , , ,3,1,2
943,1,0, , , , , , , ,3,2,1
944,1,0, , , , , , , ,4,2,2
945,1,0, , , , , , , ,4,1,3
946,1,0, , , , , , , ,3,2,1
947,1,0, , , , , , , ,3,1,2
948,1,0, , , , , , , ,7,3,4
949,1,0, , , , , , , ,4,2,2
950,1,0, , , , , , , ,1,1,0
951,1,0, , , , , , , ,2,1,1
952,1,0, , , , , , , ,3,2,1
953,1,0, , , , , , , ,1,1,0
954,1,0, , , , , , , ,4,1,3
955,1,0, , , , , , , ,3,2,1
956,1,0, , , , , , , ,4,2,2
957,1,0, ,1,2,2,2,2,2,4,1,3
958,1,0, , , , , , , ,5,3,2
959,1,0, , , , , , , ,4,1,3
960,1,0, , , , , , , ,4,1,3
961,1,0, , , , , , , ,3,1,2
962,1,0, , , , , , , ,5,3,2
963,1,0, , , , , , , ,5,3,2
964,1,0, , , , , , , ,4,2,2
965,1,0, , , , , , , ,6,3,3
966,1,0, , , , , , , ,2,1,1
967,1,0, , , , , , , ,5,3,2
968,1,0, , , , , , , ,1,0,1
969,1,0, , , , , , , ,5,2,3
970,1,0, , , , , , , ,3,2,1
971,1,0, , , , , , , ,4,2,2
972,1,0, , , , , , , ,1,0,1
973,1,0, , , , , , , ,3,2,1
974,1,0, , , , , , , ,2,1,1
975,1,0, ,1,2,2,2,2,2,3,2,1
976,1,0, , , , , , , ,2,1,1
977,1,0, , , , , , , ,6,3,3
978,1,0, , , , , , , ,5,2,3
979,1,0, , , , , , , ,5,3,2
980,1,0, , , , , , , ,1,0,1
981,1,0, , , , , , , ,2,1,1
982,1,0, , , , , , , ,5,3,2
983,1,0, , , , , , , ,3,1,2
984,1,0, , , , , , , ,1,1,0
985,1,0, , , , , , , ,1,0,1
986,1,0, , , , , , , ,2,0,2
987,1,0, , , , , , , ,5,2,3
988,1,0, , , , , , , ,5,4,1
989,1,0, , , , , , , ,4,2,2
990,1,0, , , , , , , ,5,2,3
991,1,0, ,1,2,2,2,2,2,3,1,2
992,1,0, , , , , , , ,4,3,1
993,1,0, , , , , , , ,2,0,2
994,1,0, , , , , , , ,4,2,2
995,1,0, , , , , , , ,4,2,2
996,1,0, , , , , , , ,2,0,2
997,1,0, , , , , , , ,4,1,3
998,1,0, , , , , , , ,2,1,1
999,1,0, , , , , , , ,2,1,1
1000,1,0, , , , , , , ,5,3,2
1001,1,0, , , , , , , ,1,1,0
1002,1,0, , , , , , , ,1,1,0
1003,1,0, , , , , , , ,4,1,3
1004,1,0, , , , , , , ,4,3,1
1005,1,0, , , , , , , ,2,0,2
1006,1,0, , , , , , , ,5,2,3
1007,1,0, , , , , , , ,2,1,1
1008,1,0, , , , , , , ,1,1,0
1009,1,0, , , , , , , ,3,1,2
1010,1,0, , , , , , , ,2,0,2
1011,1,0, , , , , , , ,1,0,1
1012,1,0, , , , , , , ,5,3,2
1013,1,0, ,1,2,2,2,2,2,4,2,2
1014,1,0, , , , , , , ,2,1,1
1015,1,0, , , , , , , ,1,1,0
1016,1,0, , , , , , , ,1,1,0
1017,1,0, , , , , , , ,2,1,1
1018,1,0, ,1,2,2,2,2,2,4,3,1
1019,1,0, , , , , , , ,5,4,1
1020,1,0, , , , , , , ,4,3,1
1021,1,0, , , , , , , ,3,1,2
1022,1,0, , , , , , , ,5,1,4
1023,1,0, , , , , , , ,3,1,2
1024,1,0, , , , , , , ,1,1,0
1025,1,0, , , , , , , ,4,2,2
1026,1,0, , , , , , , ,4,2,2
1027,1,0, , , , , , , ,1,0,1
1028,1,0, , , , , , , ,3,1,2
1029,1,0, , , , , , , ,3,1,2
1030,1,0, , , , , , , ,4,2,2
1031,1,0, , , , , , , ,2,1,1
1032,1,0, , , , , , , ,2,1,1
1033,1,0, , , , , , , ,2,1,1
1034,1,0, , , , , , , ,4,2,2
1035,1,0, , , , , , , ,4,1,3
1036,1,0, , , , , , , ,5,2,3
1037,1,0, , , , , , , ,9,4,5
1038,1,0, , , , , , , ,2,1,1
1039,1,0, , , , , , , ,4,1,3
1040,1,0, , , , , , , ,2,2,0
1041,1,0, , , , , , , ,3,2,1
1042,1,0, , , , , , , ,7,4,3
1043,1,0, , , , , , , ,2,1,1
1044,1,0, , , , , , , ,1,1,0
1045,1,0, , , , , , , ,5,2,3
1046,1,0, , , , , , , ,2,1,1
1047,1,0, ,2,2,1,2,2,2,2,2,0
1048,1,0, ,2,2,1,2,2,2,2,2,0
1049,1,0, , , , , , , ,5,2,3
1050,1,0, , , , , , , ,5,3,2
1051,1,0, ,1,2,2,2,2,2,2,1,1
1052,1,0, , , , , , , ,5,4,1
1053,1,0, , , , , , , ,3,2,1
1054,1,0, , , , , , , ,4,1,3
1055,1,0, ,1,2,2,2,2,2,2,1,1
1056,1,0, , , , , , , ,3,1,2
1057,1,0, , , , , , , ,4,2,2
1058,1,0, , , , , , , ,1,1,0
1059,1,0, , , , , , , ,8,3,5
1060,1,0, , , , , , , ,6,4,2
1061,1,0, , , , , , , ,5,2,3
1062,1,0, , , , , , , ,5,4,1
1063,1,0, ,1,1,2,2,1,2,3,2,1
1064,1,0, , , , , , , ,1,1,0
1065,1,0, , , , , , , ,4,2,2
1066,1,0, , , , , , , ,3,2,1
1067,1,0, , , , , , , ,2,2,0
1068,1,0, , , , , , , ,6,3,3
1069,1,0, , , , , , , ,2,1,1
1070,1,0, , , , , , , ,2,1,1
1071,1,0, , , , , , , ,1,1,0
1072,1,0, , , , , , , ,1,1,0
1073,1,0, , , , , , , ,2,1,1
1074,1,0, , , , , , , ,4,1,3
1075,1,0, , , , , , , ,3,2,1
1076,1,0, , , , , , , ,1,0,1
1077,1,0, , , , , , , ,8,2,6
1078,1,0, , , , , , , ,9,2,7
1079,1,0, , , , , , , ,3,1,2
1080,1,0, , , , , , , ,5,1,4
1081,1,0, , , , , , , ,3,0,3
1082,1,0, , , , , , , ,3,1,2
1083,1,0, , , , , , , ,2,1,1
1084,1,0, , , , , , , ,5,2,3
1085,1,0, , , , , , , ,3,2,1
1086,1,0, , , , , , , ,2,2,0
1087,1,0, , , , , , , ,4,2,2
1088,1,0, , , , , , , ,2,0,2
1089,1,0, , , , , , , ,3,1,2
1090,1,0, , , , , , , ,2,1,1
1091,1,0, , , , , , , ,2,1,1
1092,1,0, , , , , , , ,5,4,1
1093,1,0, , , , , , , ,4,2,2
1094,1,0, , , , , , , ,10,5,5
1095,1,0, , , , , , , ,1,0,1
1096,1,0, , , , , , , ,6,3,3
1097,1,0, , , , , , , ,4,3,1
1098,1,0, , , , , , , ,2,2,0
1099,1,0, , , , , , , ,2,0,2
1100,1,0, , , , , , , ,4,1,3
1101,1,0, , , , , , , ,3,1,2
1102,1,0, , , , , , , ,2,1,1
1103,1,0, , , , , , , ,5,4,1
1104,1,0, , , , , , , ,4,2,2
1105,1,0, , , , , , , ,2,1,1
1106,1,0, , , , , , , ,2,1,1
1107,1,0, ,1,2,2,2,2,2,2,1,1
1108,1,0, , , , , , , ,5,1,4
1109,1,0, , , , , , , ,6,5,1
1110,1,0, , , , , , , ,1,1,0
1111,1,0, , , , , , , ,4,2,2
1112,1,0, , , , , , , ,1,1,0
1113,1,0, , , , , , , ,4,3,1
1114,1,0, , , , , , , ,4,2,2
1115,1,0, , , , , , , ,4,1,3
1116,1,0, , , , , , , ,3,2,1
1117,1,0, , , , , , , ,2,1,1
1118,1,0, , , , , , , ,4,2,2
1119,1,0, , , , , , , ,5,2,3
1120,1,0, , , , , , , ,4,1,3
1121,1,0, , , , , , , ,2,1,1
1122,1,0, , , , , , , ,3,2,1
1123,1,0, , , , , , , ,1,1,0
1124,1,0, , , , , , , ,3,2,1
1125,1,0, , , , , , , ,4,2,2
1126,1,0, , , , , , , ,5,3,2
1127,1,0, , , , , , , ,3,2,1
1128,1,0, , , , , , , ,2,1,1
1129,1,0, , , , , , , ,2,2,0
1130,1,0, , , , , , , ,3,2,1
1131,1,0, , , , , , , ,5,4,1
1132,1,0, , , , , , , ,7,3,4
1133,1,0, , , , , , , ,5,2,3
1134,1,0, , , , , , , ,5,2,3
1135,1,0, , , , , , , ,5,1,4
1136,1,0, , , , , , , ,2,1,1
1137,1,0, , , , , , , ,1,1,0
1138,1,0, , , , , , , ,3,1,2
1139,1,0, , , , , , , ,3,2,1
1140,1,0, , , , , , , ,3,1,2
1141,1,0, , , , , , , ,3,2,1
1142,1,0, , , , , , , ,4,2,2
1143,1,0, , , , , , , ,3,2,1
1144,1,0, , , , , , , ,5,1,4
1145,1,0, , , , , , , ,5,2,3
1146,1,0, , , , , , , ,1,0,1
1147,1,0, , , , , , , ,7,4,3
1148,1,0, , , , , , , ,5,1,4
1149,1,0, , , , , , , ,5,1,4
1150,1,0, , , , , , , ,6,4,2
1151,1,0, , , , , , , ,4,2,2
1152,1,0, , , , , , , ,2,1,1
1153,1,0, , , , , , , ,3,2,1
1154,1,0, , , , , , , ,1,1,0
1155,1,0, , , , , , , ,3,2,1
1156,1,0, , , , , , , ,4,2,2
1157,1,0, , , , , , , ,2,2,0
1158,1,0, , , , , , , ,5,2,3
1159,1,0, , , , , , , ,2,1,1
1160,1,0, , , , , , , ,4,2,2
1161,1,0, , , , , , , ,3,2,1
1162,1,0, , , , , , , ,2,0,2
1163,1,0, , , , , , , ,5,3,2
1164,1,0, , , , , , , ,4,1,3
1165,1,0, , , , , , , ,3,1,2
1166,1,0, , , , , , , ,2,1,1
1167,1,0, , , , , , , ,4,3,1
1168,1,0, , , , , , , ,3,2,1
1169,1,0, , , , , , , ,2,0,2
1170,1,0, , , , , , , ,5,2,3
1171,1,0, , , , , , , ,7,4,3
1172,1,0, , , , , , , ,6,3,3
1173,1,0, , , , , , , ,4,4,0
1174,1,0, , , , , , , ,5,2,3
1175,1,0, , , , , , , ,4,2,2
1176,1,0, , , , , , , ,2,1,1
1177,1,0, , , , , , , ,5,4,1
1178,1,0, , , , , , , ,4,2,2
1179,1,0, , , , , , , ,2,1,1
1180,1,0, , , , , , , ,2,1,1
1181,1,0, , , , , , , ,4,3,1
1182,1,0, , , , , , , ,4,1,3
1183,1,0, ,1,2,2,2,2,1,5,3,2
1184,1,0, , , , , , , ,4,1,3
1185,1,0, , , , , , , ,4,2,2
1186,1,0, ,2,2,2,2,2,1,5,2,3
1187,1,0, , , , , , , ,3,3,0
1188,1,0, , , , , , , ,1,1,0
1189,1,0, , , , , , , ,4,3,1
1190,1,0, , , , , , , ,4,2,2
1191,1,0, , , , , , , ,2,1,1
1192,1,0, , , , , , , ,3,2,1
1193,1,0, , , , , , , ,3,1,2
1194,1,0, , , , , , , ,3,2,1
1195,1,0, , , , , , , ,2,1,1
1196,1,0, , , , , , , ,5,1,4
1197,1,0, , , , , , , ,5,3,2
1198,1,0, , , , , , , ,2,1,1
1199,1,0, , , , , , , ,2,1,1
1200,1,0, , , , , , , ,8,5,3
1201,1,0, , , , , , , ,5,2,3
1202,1,0, , , , , , , ,3,1,2
1203,1,0, , , , , , , ,6,3,3
1204,1,0, , , , , , , ,1,0,1
1205,1,0, , , , , , , ,3,1,2
1206,1,0, , , , , , , ,2,1,1
1207,1,0, , , , , , , ,6,3,3
1208,1,0, , , , , , , ,6,4,2
1209,1,0, , , , , , , ,1,0,1
1210,1,0, , , , , , , ,3,3,0
1211,1,0, , , , , , , ,4,1,3
1212,1,0, , , , , , , ,1,1,0
1213,1,0, , , , , , , ,4,3,1
1214,1,0, , , , , , , ,1,0,1
1215,1,0, , , , , , , ,4,1,3
1216,1,0, , , , , , , ,6,2,4
1217,1,0, , , , , , , ,4,2,2
1218,1,0, , , , , , , ,3,1,2
1219,1,0, ,1,2,2,2,2,2,1,0,1
1220,1,0, , , , , , , ,3,2,1
1221,1,0, , , , , , , ,5,3,2
1222,1,0, , , , , , , ,6,5,1
1223,1,0, , , , , , , ,2,1,1
1224,1,0, , , , , , , ,2,1,1
1225,1,0, ,1,2,2,2,2,2,1,1,0
1226,1,0, , , , , , , ,2,1,1
1227,1,0, , , , , , , ,4,2,2
1228,1,0, , , , , , , ,3,1,2
1229,1,0, , , , , , , ,4,1,3
1230,1,0, , , , , , , ,5,1,4
1231,1,0, , , , , , , ,4,3,1
1232,1,0, , , , , , , ,4,1,3
1233,1,0, , , , , , , ,4,2,2
1234,1,0, , , , , , , ,2,2,0
1235,1,0, , , , , , , ,3,2,1
1236,1,0, , , , , , , ,5,2,3
1237,1,0, , , , , , , ,5,1,4
1238,1,0, , , , , , , ,5,2,3
1239,1,0, , , , , , , ,2,1,1
1240,1,0, , , , , , , ,3,0,3
1241,1,0, , , , , , , ,4,2,2
1242,1,0, , , , , , , ,2,1,1
1243,1,0, , , , , , , ,1,0,1
1244,1,0, , , , , , , ,4,3,1
1245,1,0, ,1,2,2,2,2,2,3,1,2
1246,1,0, ,1,2,2,2,2,2,4,2,2
1247,1,0, ,1,2,2,2,2,2,4,2,2
1248,1,0, , , , , , , ,4,1,3
1249,1,0, , , , , , , ,2,1,1
1250,1,0, , , , , , , ,6,5,1
1251,1,0, , , , , , , ,4,1,3
1252,1,0, , , , , , , ,5,2,3
1253,1,0, , , , , , , ,2,0,2
1254,1,0, , , , , , , ,5,1,4
1255,1,0, , , , , , , ,5,1,4
1256,1,0, , , , , , , ,1,1,0
1257,1,0, , , , , , , ,4,2,2
1258,1,0, ,2,2,2,2,2,1,3,1,2
1259,1,0, , , , , , , ,3,1,2
1260,1,0, , , , , , , ,2,1,1
1261,1,0, , , , , , , ,4,2,2
1262,1,0, , , , , , , ,4,1,3
1263,1,0, , , , , , , ,3,2,1
1264,1,0, , , , , , , ,3,1,2
1265,1,0, , , , , , , ,5,3,2
1266,1,0, , , , , , , ,3,2,1
1267,1,0, , , , , , , ,3,1,2
1268,1,0, , , , , , , ,1,1,0
1269,1,0, , , , , , , ,2,1,1
1270,1,0, , , , , , , ,4,1,3
1271,1,0, , , , , , , ,2,1,1
1272,1,0, , , , , , , ,4,3,1
1273,1,0, , , , , , , ,1,1,0
1274,1,0, , , , , , , ,1,0,1
1275,1,0, , , , , , , ,2,2,0
1276,1,0, , , , , , , ,3,2,1
1277,1,0, , , , , , , ,4,3,1
1278,1,0, , , , , , , ,2,1,1
1279,1,0, , , , , , , ,1,1,0
1280,1,0, , , , , , , ,1,1,0
1281,1,0, , , , , , , ,1,1,0
1282,1,0, , , , , , , ,2,1,1
1283,1,0, , , , , , , ,1,0,1
1284,1,0, , , , , , , ,8,4,4
1285,1,0, , , , , , , ,2,2,0
1286,1,0, , , , , , , ,2,1,1
1287,1,0, , , , , , , ,6,3,3
1288,1,0, , , , , , , ,1,1,0
1289,1,0, , , , , , , ,1,0,1
1290,1,0, , , , , , , ,5,2,3
1291,1,0, , , , , , , ,3,1,2
1292,1,0, , , , , , , ,5,4,1
1293,1,0, , , , , , , ,1,0,1
1294,1,0, , , , , , , ,3,1,2
1295,1,0, , , , , , , ,4,2,2
1296,1,0, , , , , , , ,4,1,3
1297,1,0, , , , , , , ,1,1,0
1298,1,0, , , , , , , ,5,3,2
1299,1,0, , , , , , , ,5,2,3
1300,1,0, , , , , , , ,4,2,2
1301,1,0, , , , , , , ,7,3,4
1302,1,0, , , , , , , ,2,1,1
1303,1,0, , , , , , , ,1,0,1
1304,1,0, , , , , , , ,2,2,0
1305,1,0, , , , , , , ,3,1,2
1306,1,0, , , , , , , ,3,1,2
1307,1,0, , , , , , , ,7,3,4
1308,1,0, , , , , , , ,6,2,4
1309,1,0, , , , , , , ,4,2,2
1310,1,0, , , , , , , ,5,2,3
1311,1,0, , , , , , , ,2,1,1
1312,1,0, , , , , , , ,2,1,1
1313,1,0, , , , , , , ,4,1,3
1314,1,0, , , , , , , ,5,2,3
1315,1,0, , , , , , , ,3,1,2
1316,1,0, , , , , , , ,5,2,3
1317,1,0, , , , , , , ,3,2,1
1318,1,0, , , , , , , ,5,4,1
1319,1,0, , , , , , , ,7,4,3
1320,1,0, , , , , , , ,6,1,5
1321,1,0, , , , , , , ,4,2,2
1322,1,0, , , , , , , ,4,2,2
1323,1,0, , , , , , , ,6,2,4
1324,1,0, , , , , , , ,3,2,1
1325,1,0, , , , , , , ,6,4,2
1326,1,0, , , , , , , ,2,1,1
1327,1,0, , , , , , , ,6,4,2
1328,1,0, , , , , , , ,1,1,0
1329,1,0, , , , , , , ,1,1,0
1330,1,0, , , , , , , ,4,2,2
1331,1,0, , , , , , , ,2,1,1
1332,1,0, , , , , , , ,2,1,1
1333,1,0, , , , , , , ,2,2,0
1334,1,0, , , , , , , ,3,0,3
1335,1,0, , , , , , , ,2,1,1
1336,1,0, , , , , , , ,6,3,3
1337,1,0, , , , , , , ,4,2,2
1338,1,0, , , , , , , ,2,1,1
1339,1,0, , , , , , , ,1,1,0
1340,1,0, , , , , , , ,1,1,0
1341,1,0, , , , , , , ,4,2,2
1342,1,0, , , , , , , ,3,1,2
1343,1,0, ,1,2,2,2,2,2,4,2,2
1344,1,0, , , , , , , ,1,1,0
1345,1,0, , , , , , , ,5,0,5
1346,1,0, , , , , , , ,4,3,1
1347,1,0, , , , , , , ,6,2,4
1348,1,0, , , , , , , ,4,2,2
1349,1,0, , , , , , , ,5,3,2
1350,1,0, , , , , , , ,4,3,1
1351,1,0, , , , , , , ,1,1,0
