folio,foliohog,huespedes,huesp_come,trabaja_do,cuid_perso,lavandero,chofer,cocinero,jardinero,tot_integ,tot_hom,tot_muj
6752,1,0, , , , , , , ,5,2,3
6753,1,0, , , , , , , ,5,3,2
6754,1,0, , , , , , , ,4,1,3
6755,1,0, , , , , , , ,6,3,3
6756,1,0, , , , , , , ,4,1,3
6757,1,0, , , , , , , ,2,2,0
6758,1,0, , , , , , , ,1,1,0
6759,1,0, , , , , , , ,3,0,3
6760,1,0, , , , , , , ,3,2,1
6761,1,0, , , , , , , ,6,5,1
6762,1,0, , , , , , , ,5,2,3
6763,1,0, , , , , , , ,5,2,3
6764,1,0, , , , , , , ,7,4,3
6765,1,0, , , , , , , ,5,2,3
6766,1,0, , , , , , , ,3,1,2
6767,1,0, , , , , , , ,5,0,5
6768,1,0, , , , , , , ,3,1,2
6769,1,0, , , , , , , ,5,3,2
6770,1,0, , , , , , , ,4,2,2
6771,1,0, , , , , , , ,5,3,2
6772,1,0, , , , , , , ,2,1,1
6773,1,0, , , , , , , ,3,1,2
6774,1,0, , , , , , , ,7,2,5
6775,1,0, , , , , , , ,4,3,1
6776,1,0, , , , , , , ,5,2,3
6777,1,0, , , , , , , ,6,4,2
6778,1,0, , , , , , , ,3,1,2
6779,1,0, , , , , , , ,2,1,1
6780,1,0, , , , , , , ,4,2,2
6781,1,0, , , , , , , ,2,1,1
6782,1,0, , , , , , , ,3,2,1
6783,1,0, , , , , , , ,4,2,2
6784,1,0, , , , , , , ,4,1,3
6785,1,0, , , , , , , ,4,3,1
6786,1,0, , , , , , , ,2,2,0
6787,1,0, , , , , , , ,5,2,3
6788,1,0, , , , , , , ,5,4,1
6789,1,0, , , , , , , ,5,3,2
6790,1,0, , , , , , , ,7,4,3
6791,1,0, , , , , , , ,3,2,1
6792,1,0, , , , , , , ,3,1,2
6793,1,0, , , , , , , ,4,3,1
6794,1,0, , , , , , , ,4,1,3
6795,1,0, , , , , , , ,3,2,1
6796,1,0, , , , , , , ,3,1,2
6797,1,0, , , , , , , ,5,2,3
6798,1,0, , , , , , , ,3,1,2
6799,1,0, , , , , , , ,5,3,2
6800,1,0, , , , , , , ,5,3,2
6801,1,0, , , , , , , ,3,2,1
6802,1,0, , , , , , , ,7,3,4
6803,1,0, , , , , , , ,2,2,0
6804,1,0, , , , , , , ,5,3,2
6805,1,0, , , , , , , ,6,2,4
6806,1,0, , , , , , , ,4,2,2
6807,1,0, , , , , , , ,5,3,2
6808,1,0, , , , , , , ,4,1,3
6809,1,0, , , , , , , ,11,4,7
6810,1,0, , , , , , , ,3,1,2
6811,1,0, , , , , , , ,3,2,1
6812,1,0, , , , , , , ,1,0,1
6813,1,0, , , , , , , ,5,3,2
6814,1,0, , , , , , , ,6,3,3
6815,1,0, , , , , , , ,7,3,4
6816,1,0, , , , , , , ,3,2,1
6817,1,0, , , , , , , ,5,2,3
6818,1,0, , , , , , , ,5,4,1
6819,1,0, , , , , , , ,4,1,3
6820,1,0, , , , , , , ,4,1,3
6821,1,0, , , , , , , ,2,1,1
6822,1,0, ,1,2,2,2,2,2,4,2,2
6823,1,0, , , , , , , ,4,3,1
6824,1,0, , , , , , , ,2,1,1
6825,1,0, , , , , , , ,2,1,1
6826,1,0, , , , , , , ,3,2,1
6827,1,0, , , , , , , ,3,2,1
6828,1,0, , , , , , , ,2,1,1
6829,1,0, , , , , , , ,7,3,4
6830,1,0, , , , , , , ,1,1,0
6831,1,0, , , , , , , ,4,3,1
6832,1,0, , , , , , , ,3,1,2
6833,1,0, , , , , , , ,2,1,1
6834,1,0, , , , , , , ,4,1,3
6835,1,0, , , , , , , ,7,4,3
6836,1,0, , , , , , , ,4,2,2
6837,1,0, ,1,2,2,2,2,2,1,1,0
6838,1,0, ,1,2,2,2,2,1,4,2,2
6839,1,0, , , , , , , ,4,3,1
6840,1,0, , , , , , , ,3,2,1
6841,1,0, , , , , , , ,4,2,2
6842,1,0, , , , , , , ,4,2,2
6843,1,0, , , , , , , ,4,1,3
6844,1,0, , , , , , , ,4,2,2
6845,1,0, , , , , , , ,2,2,0
6846,1,0, , , , , , , ,2,1,1
6847,1,0, , , , , , , ,3,2,1
6848,1,0, , , , , , , ,4,2,2
6849,1,0, ,2,2,2,2,2,1,5,3,2
6850,1,0, , , , , , , ,2,2,0
6851,1,0, , , , , , , ,2,0,2
6852,1,0, , , , , , , ,3,2,1
6853,1,0, , , , , , , ,2,1,1
6854,1,0, , , , , , , ,3,1,2
6855,1,0, , , , , , , ,4,2,2
6856,1,0, , , , , , , ,5,2,3
6857,1,0, ,1,2,2,2,2,2,3,0,3
6858,1,0, ,1,2,2,2,2,2,3,1,2
6859,1,0, , , , , , , ,5,2,3
6860,1,0, , , , , , , ,4,3,1
6861,1,0, , , , , , , ,4,3,1
6862,1,0, , , , , , , ,1,1,0
6863,1,0, , , , , , , ,3,1,2
6864,1,0, , , , , , , ,1,1,0
6865,1,0, , , , , , , ,4,1,3
6866,1,0, , , , , , , ,4,2,2
6867,1,0, , , , , , , ,5,2,3
6868,1,0, , , , , , , ,1,1,0
6869,1,0, , , , , , , ,12,7,5
6870,1,0, , , , , , , ,4,2,2
6871,1,0, , , , , , , ,2,1,1
6872,1,0, , , , , , , ,3,1,2
6873,1,0, , , , , , , ,2,1,1
6874,1,0, ,1,2,2,2,2,1,4,1,3
6875,1,0, , , , , , , ,1,1,0
6876,1,0, , , , , , , ,3,2,1
6877,1,0, , , , , , , ,2,1,1
6878,1,0, , , , , , , ,6,2,4
6879,1,0, , , , , , , ,8,5,3
6880,1,0, , , , , , , ,3,1,2
6881,1,0, , , , , , , ,6,3,3
6882,1,0, , , , , , , ,3,2,1
6883,1,0, , , , , , , ,3,2,1
6884,1,0, , , , , , , ,5,1,4
6885,1,0, , , , , , , ,4,2,2
6886,1,0, , , , , , , ,3,1,2
6887,1,0, , , , , , , ,1,1,0
6888,1,0, , , , , , , ,5,2,3
6889,1,0, , , , , , , ,5,1,4
6890,1,0, , , , , , , ,2,1,1
6891,1,0, , , , , , , ,5,2,3
6892,1,0, , , , , , , ,6,2,4
6893,1,0, , , , , , , ,2,1,1
6894,1,0, , , , , , , ,2,1,1
6895,1,0, , , , , , , ,1,1,0
6896,1,0, , , , , , , ,2,1,1
6897,1,0, , , , , , , ,5,4,1
6898,1,0, , , , , , , ,5,3,2
6899,1,0, , , , , , , ,5,1,4
6900,1,0, , , , , , , ,4,2,2
6901,1,0, , , , , , , ,1,0,1
6902,1,0, , , , , , , ,2,0,2
6903,1,0, , , , , , , ,2,1,1
6904,1,0, , , , , , , ,5,3,2
6905,1,0, , , , , , , ,1,0,1
6906,1,0, , , , , , , ,2,1,1
6907,1,0, , , , , , , ,1,1,0
6908,1,0, , , , , , , ,3,1,2
6909,1,0, , , , , , , ,1,1,0
6910,1,0, , , , , , , ,4,3,1
6911,1,0, , , , , , , ,4,2,2
6912,1,0, , , , , , , ,3,3,0
6913,1,0, , , , , , , ,6,3,3
6914,1,0, , , , , , , ,1,1,0
6915,1,0, , , , , , , ,1,1,0
6916,1,0, , , , , , , ,3,2,1
6917,1,0, , , , , , , ,5,3,2
6918,1,0, , , , , , , ,5,3,2
6919,1,0, , , , , , , ,2,2,0
6920,1,0, , , , , , , ,2,1,1
6921,1,0, , , , , , , ,6,4,2
6922,1,0, , , , , , , ,6,4,2
6923,1,0, , , , , , , ,3,1,2
6924,1,0, , , , , , , ,5,1,4
6925,1,0, , , , , , , ,1,0,1
6926,1,0, , , , , , , ,2,1,1
6927,1,0, , , , , , , ,2,1,1
6928,1,0, , , , , , , ,5,4,1
6929,1,0, , , , , , , ,6,2,4
6930,1,0, , , , , , , ,3,1,2
6931,1,0, , , , , , , ,3,2,1
6932,1,0, , , , , , , ,3,2,1
6933,1,0, , , , , , , ,4,3,1
6934,1,0, , , , , , , ,4,1,3
6935,1,0, , , , , , , ,6,2,4
6936,1,0, , , , , , , ,4,3,1
6937,1,0, , , , , , , ,5,4,1
6938,1,0, , , , , , , ,3,1,2
6939,1,0, , , , , , , ,5,2,3
6940,1,0, , , , , , , ,4,3,1
6941,1,0, , , , , , , ,1,1,0
6942,1,0, , , , , , , ,3,2,1
6943,1,0, , , , , , , ,5,4,1
6944,1,0, , , , , , , ,1,1,0
6945,1,0, , , , , , , ,3,2,1
6946,1,0, , , , , , , ,2,1,1
6947,1,0, , , , , , , ,4,2,2
6948,1,0, , , , , , , ,5,3,2
6949,1,0, , , , , , , ,1,1,0
6950,1,0, , , , , , , ,2,1,1
6951,1,0, , , , , , , ,3,1,2
6952,1,0, , , , , , , ,2,1,1
6953,1,0, , , , , , , ,3,1,2
6954,1,0, , , , , , , ,2,2,0
6955,1,0, , , , , , , ,3,1,2
6956,1,0, , , , , , , ,1,1,0
6957,1,0, , , , , , , ,3,1,2
6958,1,0, , , , , , , ,2,1,1
6959,1,0, , , , , , , ,11,5,6
6960,1,0, , , , , , , ,2,0,2
6961,1,0, , , , , , , ,3,1,2
6962,1,0, , , , , , , ,3,2,1
6963,1,0, , , , , , , ,5,2,3
6964,1,0, , , , , , , ,9,3,6
6965,1,0, , , , , , , ,2,1,1
6966,1,0, , , , , , , ,5,3,2
6967,1,0, , , , , , , ,3,2,1
6968,1,0, , , , , , , ,3,2,1
6969,1,0, , , , , , , ,3,1,2
6970,1,0, , , , , , , ,3,1,2
6971,1,0, , , , , , , ,2,1,1
6972,1,0, , , , , , , ,2,1,1
6973,1,0, , , , , , , ,4,2,2
6974,1,0, , , , , , , ,8,4,4
6975,1,0, , , , , , , ,3,2,1
6976,1,0, , , , , , , ,4,3,1
6977,1,0, , , , , , , ,2,1,1
6978,1,0, , , , , , , ,5,4,1
6979,1,0, , , , , , , ,4,2,2
6980,1,0, , , , , , , ,5,3,2
6981,1,0, , , , , , , ,3,2,1
6982,1,0, , , , , , , ,5,3,2
6983,1,0, , , , , , , ,2,2,0
6984,1,0, , , , , , , ,4,1,3
6985,1,0, , , , , , , ,4,2,2
6986,1,0, , , , , , , ,5,2,3
6987,1,0, , , , , , , ,3,0,3
6988,1,0, , , , , , , ,7,4,3
6989,1,0, , , , , , , ,4,2,2
6990,1,0, , , , , , , ,9,2,7
6991,1,0, , , , , , , ,5,4,1
6992,1,0, , , , , , , ,2,1,1
6993,1,0, , , , , , , ,3,3,0
6994,1,0, , , , , , , ,2,1,1
6995,1,0, , , , , , , ,4,2,2
6996,1,0, , , , , , , ,10,2,8
6997,1,0, , , , , , , ,7,4,3
6998,1,0, , , , , , , ,1,0,1
6999,1,0, , , , , , , ,4,1,3
7000,1,0, , , , , , , ,4,3,1
7001,1,0, , , , , , , ,1,1,0
7002,1,0, , , , , , , ,6,3,3
7003,1,0, , , , , , , ,7,3,4
7004,1,0, , , , , , , ,3,2,1
7005,1,0, , , , , , , ,4,1,3
7006,1,0, , , , , , , ,1,1,0
7007,1,0, , , , , , , ,2,1,1
7008,1,0, , , , , , , ,6,3,3
7009,1,0, , , , , , , ,4,2,2
7010,1,0, , , , , , , ,2,1,1
7011,1,0, , , , , , , ,2,2,0
7012,1,0, , , , , , , ,3,2,1
7013,1,0, , , , , , , ,6,4,2
7014,1,0, , , , , , , ,1,1,0
7015,1,0, , , , , , , ,3,1,2
7016,1,0, , , , , , , ,5,4,1
7017,1,0, , , , , , , ,2,1,1
7018,1,0, , , , , , , ,8,2,6
7019,1,0, , , , , , , ,1,1,0
7020,1,0, , , , , , , ,1,1,0
7021,1,0, , , , , , , ,2,1,1
7022,1,0, , , , , , , ,8,2,6
7023,1,0, , , , , , , ,2,0,2
7024,1,0, , , , , , , ,3,2,1
7025,1,0, , , , , , , ,6,1,5
7026,1,0, , , , , , , ,8,4,4
7027,1,0, , , , , , , ,5,2,3
7028,1,0, , , , , , , ,4,2,2
7029,1,0, , , , , , , ,2,1,1
7030,1,0, ,1,2,2,2,2,2,5,4,1
7031,1,0, , , , , , , ,4,2,2
7032,1,0, , , , , , , ,4,2,2
7033,1,0, , , , , , , ,2,1,1
7034,1,0, , , , , , , ,1,1,0
7035,1,0, , , , , , , ,5,2,3
7036,1,0, , , , , , , ,2,1,1
7037,1,0, , , , , , , ,4,1,3
7038,1,0, , , , , , , ,2,1,1
7039,1,0, , , , , , , ,4,3,1
7040,1,0, , , , , , , ,6,4,2
7041,1,0, , , , , , , ,2,1,1
7042,1,0, , , , , , , ,5,3,2
7043,1,0, , , , , , , ,1,0,1
7044,1,0, , , , , , , ,2,1,1
7045,1,0, , , , , , , ,2,1,1
7046,1,0, , , , , , , ,2,1,1
7047,1,0, , , , , , , ,3,1,2
7048,1,0, , , , , , , ,2,1,1
7049,1,0, , , , , , , ,6,3,3
7050,1,0, , , , , , , ,2,2,0
7051,1,0, , , , , , , ,2,1,1
7052,1,0, , , , , , , ,2,1,1
7053,1,0, , , , , , , ,2,1,1
7054,1,0, , , , , , , ,5,2,3
7055,1,0, , , , , , , ,5,4,1
7056,1,0, , , , , , , ,1,0,1
7057,1,0, , , , , , , ,1,0,1
7058,1,0, , , , , , , ,5,4,1
7059,1,0, , , , , , , ,2,1,1
7060,1,0, ,1,2,2,2,2,2,2,0,2
7061,1,0, , , , , , , ,5,1,4
7062,1,0, , , , , , , ,2,1,1
7063,1,0, , , , , , , ,4,2,2
7064,1,0, , , , , , , ,4,2,2
7065,1,0, , , , , , , ,4,2,2
7066,1,0, , , , , , , ,1,1,0
7067,1,0, , , , , , , ,1,1,0
7068,1,0, , , , , , , ,2,1,1
7069,1,0, , , , , , , ,6,4,2
7070,1,0, , , , , , , ,1,1,0
7071,1,0, , , , , , , ,1,0,1
7072,1,0, , , , , , , ,5,2,3
7073,1,0, , , , , , , ,3,1,2
7074,1,0, , , , , , , ,4,2,2
7075,1,0, , , , , , , ,3,1,2
7076,1,0, ,1,2,2,2,1,2,1,1,0
7077,1,0, , , , , , , ,4,2,2
7078,1,0, , , , , , , ,4,2,2
7079,1,0, , , , , , , ,5,3,2
7080,1,0, , , , , , , ,5,4,1
7081,1,0, ,1,2,2,2,2,2,2,1,1
7082,1,0, , , , , , , ,4,3,1
7083,1,0, , , , , , , ,5,3,2
7084,1,0, , , , , , , ,3,1,2
7085,1,0, , , , , , , ,4,2,2
7086,1,0, , , , , , , ,4,2,2
7087,1,0, , , , , , , ,4,1,3
7088,1,0, , , , , , , ,4,2,2
7089,1,0, , , , , , , ,2,1,1
7090,1,0, , , , , , , ,4,3,1
7091,1,0, , , , , , , ,6,3,3
7092,1,0, , , , , , , ,4,3,1
7093,1,0, , , , , , , ,7,3,4
7094,1,0, , , , , , , ,3,2,1
7095,1,0, , , , , , , ,3,1,2
7096,1,0, , , , , , , ,2,1,1
7097,1,0, ,2,2,2,2,2,1,2,0,2
7098,1,0, , , , , , , ,5,3,2
7099,1,0, , , , , , , ,1,1,0
7100,1,0, , , , , , , ,2,0,2
7101,1,0, , , , , , , ,5,3,2
7102,1,0, , , , , , , ,3,2,1
7103,1,0, , , , , , , ,6,1,5
7104,1,0, , , , , , , ,3,1,2
7105,1,0, , , , , , , ,2,1,1
7106,1,0, , , , , , , ,3,2,1
7107,1,0, , , , , , , ,4,3,1
7108,1,0, , , , , , , ,3,1,2
7109,1,0, ,1,2,2,2,2,2,3,3,0
7110,1,0, , , , , , , ,4,1,3
7111,1,0, , , , , , , ,2,2,0
7112,1,0, , , , , , , ,4,1,3
7113,1,0, , , , , , , ,3,1,2
7114,1,0, , , , , , , ,2,1,1
7115,1,0, , , , , , , ,2,1,1
7116,1,0, , , , , , , ,1,0,1
7117,1,0, , , , , , , ,2,1,1
7118,1,0, , , , , , , ,7,5,2
7119,1,0, , , , , , , ,8,4,4
7120,1,0, , , , , , , ,2,1,1
7121,1,0, , , , , , , ,1,0,1
7122,1,0, ,2,2,2,1,2,2,2,2,0
7123,1,0, , , , , , , ,4,2,2
7124,1,0, ,1,2,2,2,2,1,2,1,1
7125,1,0, ,1,2,2,2,2,2,4,3,1
7126,1,0, ,1,2,2,2,2,2,1,1,0
7127,1,0, ,1,2,2,2,2,2,3,1,2
7128,1,0, , , , , , , ,4,1,3
7129,1,0, , , , , , , ,4,2,2
7130,1,0, , , , , , , ,3,1,2
7131,1,0, ,1,2,2,2,2,2,3,1,2
7132,1,0, , , , , , , ,5,1,4
7133,1,0, , , , , , , ,7,5,2
7134,1,0, , , , , , , ,3,2,1
7135,1,0, , , , , , , ,5,1,4
7136,1,0, , , , , , , ,5,1,4
7137,1,0, , , , , , , ,3,2,1
7138,1,0, , , , , , , ,4,2,2
7139,1,0, ,2,2,2,2,2,1,4,1,3
7140,1,0, , , , , , , ,1,1,0
7141,1,0, , , , , , , ,6,3,3
7142,1,0, ,1,2,2,2,2,1,2,1,1
7143,1,0, , , , , , , ,2,1,1
7144,1,0, , , , , , , ,3,2,1
7145,1,0, , , , , , , ,2,1,1
7146,1,0, , , , , , , ,3,0,3
7147,1,0, , , , , , , ,4,1,3
7148,1,0, , , , , , , ,2,0,2
7149,1,0, , , , , , , ,1,0,1
7150,1,0, , , , , , , ,4,3,1
7151,1,0, , , , , , , ,3,2,1
7152,1,0, , , , , , , ,2,1,1
7153,1,0, , , , , , , ,3,1,2
7154,1,0, , , , , , , ,4,3,1
7155,1,0, , , , , , , ,2,1,1
7156,1,0, , , , , , , ,6,2,4
7157,1,0, , , , , , , ,4,3,1
7158,1,0, , , , , , , ,5,4,1
7159,1,0, ,1,2,2,2,2,2,6,2,4
7160,1,0, , , , , , , ,4,2,2
7161,1,0, , , , , , , ,8,3,5
7162,1,0, , , , , , , ,4,3,1
7163,1,0, ,1,2,2,2,2,2,5,2,3
7164,1,0, , , , , , , ,1,1,0
7165,1,0, , , , , , , ,3,1,2
7166,1,0, , , , , , , ,6,4,2
7167,1,0, , , , , , , ,5,0,5
7168,1,0, , , , , , , ,3,2,1
7169,1,0, , , , , , , ,3,1,2
7170,1,0, , , , , , , ,2,1,1
7171,1,0, , , , , , , ,2,1,1
7172,1,0, , , , , , , ,6,2,4
7173,1,0, , , , , , , ,4,3,1
7174,1,0, , , , , , , ,3,1,2
7175,1,0, , , , , , , ,3,2,1
7176,1,0, , , , , , , ,7,4,3
7177,1,0, , , , , , , ,3,1,2
7178,1,0, , , , , , , ,2,1,1
7179,1,0, , , , , , , ,2,2,0
7180,1,0, , , , , , , ,2,1,1
7181,1,0, , , , , , , ,4,3,1
7182,1,0, , , , , , , ,1,0,1
7183,1,0, ,2,2,2,2,2,1,3,2,1
7184,1,0, ,1,2,2,2,2,2,3,1,2
7185,1,0, , , , , , , ,4,2,2
7186,1,0, , , , , , , ,2,2,0
7187,1,0, , , , , , , ,3,2,1
7188,1,0, , , , , , , ,3,1,2
7189,1,0, , , , , , , ,3,1,2
7190,1,0, ,1,2,2,2,2,2,7,1,6
7191,1,0, , , , , , , ,7,5,2
7192,1,0, , , , , , , ,2,1,1
7193,1,0, , , , , , , ,1,1,0
7194,1,0, , , , , , , ,3,0,3
7195,1,0, , , , , , , ,1,1,0
7196,1,0, , , , , , , ,4,2,2
7197,1,0, , , , , , , ,4,2,2
7198,1,0, , , , , , , ,2,1,1
7199,1,0, , , , , , , ,4,2,2
7200,1,0, , , , , , , ,6,2,4
7201,1,0, , , , , , , ,3,1,2
7202,1,0, , , , , , , ,4,3,1
7203,1,0, , , , , , , ,1,0,1
7204,1,0, , , , , , , ,2,1,1
7205,1,0, , , , , , , ,3,2,1
7206,1,0, , , , , , , ,2,1,1
7207,1,0, , , , , , , ,4,3,1
7208,1,0, , , , , , , ,8,2,6
7209,1,0, , , , , , , ,5,1,4
7210,1,0, , , , , , , ,3,3,0
7211,1,0, , , , , , , ,4,2,2
7212,1,0, , , , , , , ,2,1,1
7213,1,0, , , , , , , ,2,2,0
7214,1,0, , , , , , , ,7,2,5
7215,1,0, , , , , , , ,7,4,3
7216,1,0, , , , , , , ,4,2,2
7217,1,0, , , , , , , ,1,0,1
7218,1,0, , , , , , , ,3,1,2
7219,1,0, , , , , , , ,6,3,3
7220,1,0, , , , , , , ,1,0,1
7221,1,0, , , , , , , ,8,3,5
7222,1,0, , , , , , , ,2,1,1
7223,1,0, , , , , , , ,4,1,3
7224,1,0, , , , , , , ,3,1,2
7225,1,0, , , , , , , ,3,1,2
7226,1,0, ,1,2,2,2,2,2,1,0,1
7227,1,0, , , , , , , ,3,1,2
7228,1,0, , , , , , , ,4,1,3
7229,1,0, ,1,2,2,2,2,2,1,1,0
7230,1,0, , , , , , , ,2,1,1
7231,1,0, , , , , , , ,3,2,1
7232,1,0, , , , , , , ,6,3,3
7233,1,0, , , , , , , ,6,3,3
7234,1,0, , , , , , , ,9,3,6
7235,1,0, , , , , , , ,4,2,2
7236,1,0, , , , , , , ,2,0,2
7237,1,0, , , , , , , ,4,2,2
7238,1,0, , , , , , , ,3,2,1
7239,1,0, , , , , , , ,3,1,2
7240,1,0, , , , , , , ,4,2,2
7241,1,0, , , , , , , ,4,2,2
7242,1,0, , , , , , , ,4,1,3
7243,1,0, , , , , , , ,3,1,2
7244,1,0, , , , , , , ,5,2,3
7245,1,0, , , , , , , ,1,1,0
7246,1,0, , , , , , , ,3,1,2
7247,1,0, , , , , , , ,3,0,3
7248,1,0, , , , , , , ,1,0,1
7249,1,0, , , , , , , ,2,1,1
7250,1,0, , , , , , , ,4,2,2
7251,1,0, ,1,2,2,2,2,2,3,2,1
7252,1,0, ,2,1,2,2,2,2,1,0,1
7253,1,0, , , , , , , ,5,2,3
7254,1,0, , , , , , , ,4,1,3
7255,1,0, , , , , , , ,4,2,2
7256,1,0, , , , , , , ,4,3,1
7257,1,0, , , , , , , ,2,1,1
7258,1,0, ,1,2,2,2,2,2,5,3,2
7259,1,0, , , , , , , ,4,1,3
7260,1,0, ,1,2,2,2,2,2,3,1,2
7261,1,0, , , , , , , ,1,0,1
7262,1,0, , , , , , , ,2,1,1
7263,1,0, , , , , , , ,6,1,5
7264,1,0, , , , , , , ,1,1,0
7265,1,0, , , , , , , ,4,2,2
7266,1,0, , , , , , , ,4,1,3
7267,1,0, , , , , , , ,2,1,1
7268,1,0, , , , , , , ,7,3,4
7269,1,0, , , , , , , ,3,2,1
7270,1,0, , , , , , , ,2,1,1
7271,1,0, , , , , , , ,2,1,1
7272,1,0, , , , , , , ,3,2,1
7273,1,0, , , , , , , ,2,2,0
7274,1,0, , , , , , , ,3,1,2
7275,1,0, , , , , , , ,7,2,5
7276,1,0, , , , , , , ,4,2,2
7277,1,0, , , , , , , ,4,3,1
7278,1,0, , , , , , , ,2,0,2
7279,1,0, , , , , , , ,3,1,2
7280,1,0, , , , , , , ,5,2,3
7281,1,0, , , , , , , ,1,1,0
7282,1,0, , , , , , , ,1,0,1
7283,1,0, , , , , , , ,3,2,1
7284,1,0, , , , , , , ,2,1,1
7285,1,0, , , , , , , ,2,1,1
7286,1,0, ,1,2,2,2,2,2,2,1,1
7287,1,0, ,1,2,2,2,2,2,3,1,2
7288,1,0, , , , , , , ,3,1,2
7289,1,0, , , , , , , ,1,1,0
7290,1,0, , , , , , , ,3,3,0
7291,1,0, , , , , , , ,10,7,3
7292,1,0, , , , , , , ,4,3,1
7293,1,0, , , , , , , ,5,4,1
7294,1,0, , , , , , , ,1,1,0
7295,1,0, , , , , , , ,4,3,1
7296,1,0, , , , , , , ,1,1,0
7297,1,0, , , , , , , ,4,3,1
7298,1,0, , , , , , , ,2,1,1
7299,1,0, , , , , , , ,1,0,1
7300,1,0, , , , , , , ,6,5,1
7301,1,0, , , , , , , ,2,1,1
7302,1,0, , , , , , , ,2,1,1
7303,1,0, , , , , , , ,4,1,3
7304,1,0, , , , , , , ,4,2,2
7305,1,0, , , , , , , ,5,3,2
7306,1,0, , , , , , , ,1,0,1
7307,1,0, , , , , , , ,5,4,1
7308,1,0, , , , , , , ,3,2,1
7309,1,0, , , , , , , ,2,2,0
7310,1,0, , , , , , , ,6,2,4
7311,1,0, , , , , , , ,4,1,3
7312,1,0, , , , , , , ,2,1,1
7313,1,0, , , , , , , ,5,1,4
7314,1,0, , , , , , , ,3,2,1
7315,1,0, ,1,2,2,2,2,2,2,0,2
7316,1,0, , , , , , , ,4,2,2
7317,1,0, , , , , , , ,5,3,2
7318,1,0, , , , , , , ,4,2,2
7319,1,0, , , , , , , ,2,0,2
7320,1,0, , , , , , , ,6,0,6
7321,1,0, , , , , , , ,1,1,0
7322,1,0, , , , , , , ,7,4,3
7323,1,0, , , , , , , ,3,1,2
7324,1,0, , , , , , , ,5,2,3
7325,1,0, , , , , , , ,3,2,1
7326,1,0, , , , , , , ,4,1,3
7327,1,0, , , , , , , ,4,1,3
7328,1,0, , , , , , , ,2,0,2
7329,1,0, , , , , , , ,3,2,1
7330,1,0, , , , , , , ,2,1,1
7331,1,0, , , , , , , ,7,5,2
7332,1,0, , , , , , , ,6,3,3
7333,1,0, , , , , , , ,4,2,2
7334,1,0, , , , , , , ,1,1,0
7335,1,0, , , , , , , ,4,3,1
7336,1,0, , , , , , , ,4,1,3
7337,1,0, , , , , , , ,2,1,1
7338,1,0, , , , , , , ,2,1,1
7339,1,0, , , , , , , ,2,1,1
7340,1,0, , , , , , , ,4,1,3
7341,1,0, , , , , , , ,5,3,2
7342,1,0, , , , , , , ,3,1,2
7343,1,0, , , , , , , ,2,1,1
7344,1,0, , , , , , , ,3,2,1
7345,1,0, , , , , , , ,4,3,1
7346,1,0, , , , , , , ,1,0,1
7347,1,0, , , , , , , ,7,4,3
7348,1,0, , , , , , , ,2,1,1
7349,1,0, , , , , , , ,5,1,4
7350,1,0, , , , , , , ,6,2,4
7351,1,0, , , , , , , ,2,1,1
7352,1,0, , , , , , , ,5,2,3
7353,1,0, , , , , , , ,6,1,5
7354,1,0, , , , , , , ,2,1,1
7355,1,0, , , , , , , ,6,4,2
7356,1,0, , , , , , , ,3,3,0
7357,1,0, ,1,2,2,2,2,2,4,1,3
7358,1,0, , , , , , , ,3,2,1
7359,1,0, , , , , , , ,3,2,1
7360,1,0, , , , , , , ,1,0,1
7361,1,0, , , , , , , ,3,2,1
7362,1,0, , , , , , , ,1,1,0
7363,1,0, , , , , , , ,10,5,5
7364,1,0, , , , , , , ,5,4,1
7365,1,0, , , , , , , ,2,1,1
7366,1,0, , , , , , , ,7,2,5
7367,1,0, , , , , , , ,4,2,2
7368,1,0, , , , , , , ,5,4,1
7369,1,0, , , , , , , ,7,4,3
7370,1,0, , , , , , , ,9,5,4
7371,1,0, , , , , , , ,3,1,2
7372,1,0, , , , , , , ,6,3,3
7373,1,0, , , , , , , ,2,1,1
7374,1,0, , , , , , , ,4,3,1
7375,1,0, , , , , , , ,2,1,1
7376,1,0, , , , , , , ,4,3,1
7377,1,0, , , , , , , ,1,0,1
7378,1,0, , , , , , , ,3,1,2
7379,1,0, , , , , , , ,3,1,2
7380,1,0, , , , , , , ,4,2,2
7381,1,0, ,2,2,2,2,2,1,6,3,3
7382,1,0, , , , , , , ,4,1,3
7383,1,0, , , , , , , ,1,0,1
7384,1,0, , , , , , , ,5,1,4
7385,1,0, , , , , , , ,3,1,2
7386,1,0, , , , , , , ,3,2,1
7387,1,0, , , , , , , ,7,3,4
7388,1,0, , , , , , , ,3,0,3
7389,1,0, , , , , , , ,4,3,1
7390,1,0, , , , , , , ,5,2,3
7391,1,0, , , , , , , ,5,3,2
7392,1,0, , , , , , , ,11,8,3
7393,1,0, , , , , , , ,5,2,3
7394,1,0, , , , , , , ,2,1,1
7395,1,0, , , , , , , ,5,3,2
7396,1,0, , , , , , , ,6,3,3
7397,1,0, , , , , , , ,6,3,3
7398,1,0, , , , , , , ,4,2,2
7399,1,0, , , , , , , ,3,2,1
7400,1,0, , , , , , , ,1,0,1
7401,1,0, , , , , , , ,5,3,2
7402,1,0, , , , , , , ,4,1,3
7403,1,0, , , , , , , ,1,1,0
